Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
30/03/2022;10:15:00;0             ;178             ;57.28;
30/03/2022;10:30:00;0             ;177             ;56.58;
30/03/2022;10:45:00;0             ;176             ;55.89;
30/03/2022;11:00:00;0             ;176             ;55.89;
30/03/2022;11:15:00;0             ;175             ;55.2;
30/03/2022;11:30:00;0             ;174             ;54.51;
30/03/2022;11:45:00;0             ;173             ;53.82;
30/03/2022;12:00:00;0             ;173             ;53.82;
30/03/2022;12:15:00;0             ;172             ;53.14;
30/03/2022;12:30:00;0             ;172             ;53.14;
30/03/2022;12:45:00;0             ;171             ;52.46;
30/03/2022;13:00:00;0             ;171             ;52.46;
30/03/2022;13:15:00;0             ;170             ;51.79;
30/03/2022;13:30:00;0             ;170             ;51.79;
30/03/2022;13:45:00;0             ;169             ;51.11;
30/03/2022;14:00:00;0             ;169             ;51.11;
30/03/2022;14:15:00;0             ;169             ;51.11;
30/03/2022;14:30:00;0             ;168             ;50.44;
30/03/2022;14:45:00;0             ;168             ;50.44;
30/03/2022;15:00:00;0             ;168             ;50.44;
30/03/2022;15:15:00;0             ;167             ;49.78;
30/03/2022;15:30:00;0             ;167             ;49.78;
30/03/2022;15:45:00;0             ;167             ;49.78;
30/03/2022;16:00:00;0             ;167             ;49.78;
30/03/2022;16:15:00;0             ;167             ;49.78;
30/03/2022;16:30:00;0             ;166             ;49.12;
30/03/2022;16:45:00;0             ;166             ;49.12;
30/03/2022;17:00:00;0             ;166             ;49.12;
30/03/2022;17:15:00;0             ;166             ;49.12;
30/03/2022;17:30:00;0             ;166             ;49.12;
30/03/2022;17:45:00;0             ;166             ;49.12;
30/03/2022;18:00:00;0             ;166             ;49.12;
30/03/2022;18:15:00;0             ;165             ;48.46;
30/03/2022;18:30:00;0             ;165             ;48.46;
30/03/2022;18:45:00;0             ;165             ;48.46;
30/03/2022;19:00:00;0             ;165             ;48.46;
30/03/2022;19:15:00;0             ;164             ;47.8;
30/03/2022;19:30:00;0             ;164             ;47.8;
30/03/2022;19:45:00;0             ;164             ;47.8;
30/03/2022;20:00:00;0             ;164             ;47.8;
30/03/2022;20:15:00;0             ;163             ;47.15;
30/03/2022;20:30:00;0             ;163             ;47.15;
30/03/2022;20:45:00;0             ;163             ;47.15;
30/03/2022;21:00:00;0             ;163             ;47.15;
30/03/2022;21:15:00;0             ;163             ;47.15;
30/03/2022;21:30:00;0             ;162             ;46.5;
30/03/2022;21:45:00;0             ;162             ;46.5;
30/03/2022;22:00:00;0             ;162             ;46.5;
30/03/2022;22:15:00;0             ;162             ;46.5;
30/03/2022;22:30:00;0             ;161             ;45.85;
30/03/2022;22:45:00;0             ;161             ;45.85;
30/03/2022;23:00:00;0             ;161             ;45.85;
30/03/2022;23:15:00;0             ;160             ;45.21;
30/03/2022;23:30:00;0             ;160             ;45.21;
30/03/2022;23:45:00;0             ;160             ;45.21;
31/03/2022;00:00:00;0             ;160             ;45.21;
31/03/2022;00:15:00;0             ;160             ;45.21;
31/03/2022;00:30:00;0             ;160             ;45.21;
31/03/2022;00:45:00;0             ;160             ;45.21;
31/03/2022;01:00:00;0             ;159             ;44.57;
31/03/2022;01:15:00;0             ;159             ;44.57;
31/03/2022;01:30:00;0             ;159             ;44.57;
31/03/2022;01:45:00;0             ;159             ;44.57;
31/03/2022;02:00:00;0             ;159             ;44.57;
31/03/2022;02:15:00;0             ;159             ;44.57;
31/03/2022;02:30:00;0             ;159             ;44.57;
31/03/2022;02:45:00;0             ;160             ;45.21;
31/03/2022;03:00:00;0             ;160             ;45.21;
31/03/2022;03:15:00;0             ;161             ;45.85;
31/03/2022;03:30:00;0             ;162             ;46.5;
31/03/2022;03:45:00;0             ;163             ;47.15;
31/03/2022;04:00:00;0             ;164             ;47.8;
31/03/2022;04:15:00;0             ;166             ;49.12;
31/03/2022;04:30:00;0             ;168             ;50.44;
31/03/2022;04:45:00;0             ;169             ;51.11;
31/03/2022;05:00:00;0             ;171             ;52.46;
31/03/2022;05:15:00;0             ;173             ;53.82;
31/03/2022;05:30:00;0             ;175             ;55.2;
31/03/2022;05:45:00;0             ;176             ;55.89;
31/03/2022;06:00:00;0             ;178             ;57.28;
31/03/2022;06:15:00;0             ;179             ;57.98;
31/03/2022;06:30:00;0             ;180             ;58.68;
31/03/2022;06:45:00;0             ;181             ;59.39;
31/03/2022;07:00:00;0             ;182             ;60.1;
31/03/2022;07:15:00;0             ;182             ;60.1;
31/03/2022;07:30:00;0             ;182             ;60.1;
31/03/2022;07:45:00;0             ;182             ;60.1;
31/03/2022;08:00:00;0             ;182             ;60.1;
31/03/2022;08:15:00;0             ;182             ;60.1;
31/03/2022;08:30:00;0             ;182             ;60.1;
31/03/2022;08:45:00;0             ;181             ;59.39;
31/03/2022;09:00:00;0             ;181             ;59.39;
31/03/2022;09:15:00;0             ;180             ;58.68;
31/03/2022;09:30:00;0             ;179             ;57.98;
31/03/2022;09:45:00;0             ;179             ;57.98;
31/03/2022;10:00:00;0             ;178             ;57.28;
31/03/2022;10:15:00;0             ;177             ;56.58;
31/03/2022;10:30:00;0             ;177             ;56.58;
31/03/2022;10:45:00;0             ;176             ;55.89;
31/03/2022;11:00:00;0             ;175             ;55.2;
31/03/2022;11:15:00;0             ;175             ;55.2;
31/03/2022;11:30:00;0             ;174             ;54.51;
31/03/2022;11:45:00;0             ;173             ;53.82;
31/03/2022;12:00:00;0             ;172             ;53.14;
31/03/2022;12:15:00;0             ;172             ;53.14;
31/03/2022;12:30:00;0             ;171             ;52.46;
31/03/2022;12:45:00;0             ;170             ;51.79;
31/03/2022;13:00:00;0             ;170             ;51.79;
31/03/2022;13:15:00;0             ;169             ;51.11;
31/03/2022;13:30:00;0             ;169             ;51.11;
31/03/2022;13:45:00;0             ;169             ;51.11;
31/03/2022;14:00:00;0             ;168             ;50.44;
31/03/2022;14:15:00;0             ;168             ;50.44;
31/03/2022;14:30:00;0             ;167             ;49.78;
31/03/2022;14:45:00;0             ;167             ;49.78;
31/03/2022;15:00:00;0             ;166             ;49.12;
31/03/2022;15:15:00;0             ;166             ;49.12;
31/03/2022;15:30:00;0             ;166             ;49.12;
31/03/2022;15:45:00;0             ;165             ;48.46;
31/03/2022;16:00:00;0             ;165             ;48.46;
31/03/2022;16:15:00;0             ;165             ;48.46;
31/03/2022;16:30:00;0             ;164             ;47.8;
31/03/2022;16:45:00;0             ;164             ;47.8;
31/03/2022;17:00:00;0             ;164             ;47.8;
31/03/2022;17:15:00;0             ;164             ;47.8;
31/03/2022;17:30:00;0             ;164             ;47.8;
31/03/2022;17:45:00;0             ;163             ;47.15;
31/03/2022;18:00:00;0             ;163             ;47.15;
31/03/2022;18:15:00;0             ;163             ;47.15;
31/03/2022;18:30:00;0             ;163             ;47.15;
31/03/2022;18:45:00;0             ;163             ;47.15;
31/03/2022;19:00:00;0             ;163             ;47.15;
31/03/2022;19:15:00;0             ;162             ;46.5;
31/03/2022;19:30:00;0             ;162             ;46.5;
31/03/2022;19:45:00;0             ;162             ;46.5;
31/03/2022;20:00:00;0             ;162             ;46.5;
31/03/2022;20:15:00;0             ;162             ;46.5;
31/03/2022;20:30:00;0             ;162             ;46.5;
31/03/2022;20:45:00;0             ;162             ;46.5;
31/03/2022;21:00:00;0             ;161             ;45.85;
31/03/2022;21:15:00;0             ;161             ;45.85;
31/03/2022;21:30:00;0             ;161             ;45.85;
31/03/2022;21:45:00;0             ;161             ;45.85;
31/03/2022;22:00:00;0             ;161             ;45.85;
31/03/2022;22:15:00;0             ;160             ;45.21;
31/03/2022;22:30:00;0             ;160             ;45.21;
31/03/2022;22:45:00;0             ;160             ;45.21;
31/03/2022;23:00:00;0             ;160             ;45.21;
31/03/2022;23:15:00;0             ;160             ;45.21;
31/03/2022;23:30:00;0             ;160             ;45.21;
31/03/2022;23:45:00;0             ;160             ;45.21;
01/04/2022;00:00:00;0             ;159             ;44.57;
