Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
06/03/2022;14:30:00;0             ;219             ;88.46;
06/03/2022;14:45:00;0             ;219             ;88.46;
06/03/2022;15:00:00;0             ;219             ;88.46;
06/03/2022;15:15:00;0             ;219             ;88.46;
06/03/2022;15:30:00;0             ;219             ;88.46;
06/03/2022;15:45:00;0             ;219             ;88.46;
06/03/2022;16:00:00;0             ;219             ;88.46;
06/03/2022;16:15:00;0             ;219             ;88.46;
06/03/2022;16:30:00;0             ;219             ;88.46;
06/03/2022;16:45:00;0             ;219             ;88.46;
06/03/2022;17:00:00;0             ;219             ;88.46;
06/03/2022;17:15:00;0             ;219             ;88.46;
06/03/2022;17:30:00;0             ;219             ;88.46;
06/03/2022;17:45:00;0             ;219             ;88.46;
06/03/2022;18:00:00;0             ;219             ;88.46;
06/03/2022;18:15:00;0             ;219             ;88.46;
06/03/2022;18:30:00;0             ;219             ;88.46;
06/03/2022;18:45:00;0             ;218             ;87.65;
06/03/2022;19:00:00;0             ;219             ;88.46;
06/03/2022;19:15:00;0             ;219             ;88.46;
06/03/2022;19:30:00;0             ;219             ;88.46;
06/03/2022;19:45:00;0             ;219             ;88.46;
06/03/2022;20:00:00;0             ;219             ;88.46;
06/03/2022;20:15:00;0             ;220             ;89.28;
06/03/2022;20:30:00;0             ;220             ;89.28;
06/03/2022;20:45:00;0             ;221             ;90.11;
06/03/2022;21:00:00;0             ;222             ;90.93;
06/03/2022;21:15:00;0             ;223             ;91.76;
06/03/2022;21:30:00;0             ;224             ;92.6;
06/03/2022;21:45:00;0             ;225             ;93.43;
06/03/2022;22:00:00;0             ;226             ;94.27;
06/03/2022;22:15:00;0             ;228             ;95.95;
06/03/2022;22:30:00;0             ;229             ;96.8;
06/03/2022;22:45:00;0             ;230             ;97.65;
06/03/2022;23:00:00;0             ;231             ;98.5;
06/03/2022;23:15:00;0             ;232             ;99.35;
06/03/2022;23:30:00;0             ;233             ;100.21;
06/03/2022;23:45:00;0             ;234             ;101.07;
07/03/2022;00:00:00;0             ;234             ;101.07;
07/03/2022;00:15:00;0             ;235             ;101.93;
07/03/2022;00:30:00;0             ;236             ;102.79;
07/03/2022;00:45:00;0             ;236             ;102.79;
07/03/2022;01:00:00;0             ;237             ;103.66;
07/03/2022;01:15:00;0             ;237             ;103.66;
07/03/2022;01:30:00;0             ;238             ;104.53;
07/03/2022;01:45:00;0             ;238             ;104.53;
07/03/2022;02:00:00;0             ;238             ;104.53;
07/03/2022;02:15:00;0             ;238             ;104.53;
07/03/2022;02:30:00;0             ;238             ;104.53;
07/03/2022;02:45:00;0             ;238             ;104.53;
07/03/2022;03:00:00;0             ;239             ;105.4;
07/03/2022;03:15:00;0             ;239             ;105.4;
07/03/2022;03:30:00;0             ;239             ;105.4;
07/03/2022;03:45:00;0             ;239             ;105.4;
07/03/2022;04:00:00;0             ;239             ;105.4;
07/03/2022;04:15:00;0             ;239             ;105.4;
07/03/2022;04:30:00;0             ;239             ;105.4;
07/03/2022;04:45:00;0             ;239             ;105.4;
07/03/2022;05:00:00;0             ;238             ;104.53;
07/03/2022;05:15:00;0             ;238             ;104.53;
07/03/2022;05:30:00;0             ;238             ;104.53;
07/03/2022;05:45:00;0             ;237             ;103.66;
07/03/2022;06:00:00;0             ;237             ;103.66;
07/03/2022;06:15:00;0             ;236             ;102.79;
07/03/2022;06:30:00;0             ;235             ;101.93;
07/03/2022;06:45:00;0             ;235             ;101.93;
07/03/2022;07:00:00;0             ;234             ;101.07;
07/03/2022;07:15:00;0             ;233             ;100.21;
07/03/2022;07:30:00;0             ;232             ;99.35;
07/03/2022;07:45:00;0             ;231             ;98.5;
07/03/2022;08:00:00;0             ;230             ;97.65;
07/03/2022;08:15:00;0             ;229             ;96.8;
07/03/2022;08:30:00;0             ;228             ;95.95;
07/03/2022;08:45:00;0             ;227             ;95.11;
07/03/2022;09:00:00;0             ;227             ;95.11;
07/03/2022;09:15:00;0             ;225             ;93.43;
07/03/2022;09:30:00;0             ;225             ;93.43;
07/03/2022;09:45:00;0             ;224             ;92.6;
07/03/2022;10:00:00;0             ;223             ;91.76;
07/03/2022;10:15:00;0             ;223             ;91.76;
07/03/2022;10:30:00;0             ;222             ;90.93;
07/03/2022;10:45:00;0             ;221             ;90.11;
07/03/2022;11:00:00;0             ;221             ;90.11;
07/03/2022;11:15:00;0             ;221             ;90.11;
07/03/2022;11:30:00;0             ;220             ;89.28;
07/03/2022;11:45:00;0             ;220             ;89.28;
07/03/2022;12:00:00;0             ;219             ;88.46;
07/03/2022;12:15:00;0             ;219             ;88.46;
07/03/2022;12:30:00;0             ;219             ;88.46;
07/03/2022;12:45:00;0             ;219             ;88.46;
07/03/2022;13:00:00;0             ;219             ;88.46;
07/03/2022;13:15:00;0             ;219             ;88.46;
07/03/2022;13:30:00;0             ;218             ;87.65;
07/03/2022;13:45:00;0             ;218             ;87.65;
07/03/2022;14:00:00;0             ;218             ;87.65;
07/03/2022;14:15:00;0             ;218             ;87.65;
07/03/2022;14:30:00;0             ;218             ;87.65;
07/03/2022;14:45:00;0             ;218             ;87.65;
07/03/2022;15:00:00;0             ;218             ;87.65;
07/03/2022;15:15:00;0             ;218             ;87.65;
07/03/2022;15:30:00;0             ;217             ;86.83;
07/03/2022;15:45:00;0             ;217             ;86.83;
07/03/2022;16:00:00;0             ;217             ;86.83;
07/03/2022;16:15:00;0             ;217             ;86.83;
07/03/2022;16:30:00;0             ;217             ;86.83;
07/03/2022;16:45:00;0             ;217             ;86.83;
07/03/2022;17:00:00;0             ;217             ;86.83;
07/03/2022;17:15:00;0             ;217             ;86.83;
07/03/2022;17:30:00;0             ;217             ;86.83;
07/03/2022;17:45:00;0             ;217             ;86.83;
07/03/2022;18:00:00;0             ;217             ;86.83;
07/03/2022;18:15:00;0             ;217             ;86.83;
07/03/2022;18:30:00;0             ;217             ;86.83;
07/03/2022;18:45:00;0             ;217             ;86.83;
07/03/2022;19:00:00;0             ;217             ;86.83;
07/03/2022;19:15:00;0             ;217             ;86.83;
07/03/2022;19:30:00;0             ;217             ;86.83;
07/03/2022;19:45:00;0             ;217             ;86.83;
07/03/2022;20:00:00;0             ;217             ;86.83;
07/03/2022;20:15:00;0             ;217             ;86.83;
07/03/2022;20:30:00;0             ;216             ;86.02;
07/03/2022;20:45:00;0             ;217             ;86.83;
07/03/2022;21:00:00;0             ;216             ;86.02;
07/03/2022;21:15:00;0             ;216             ;86.02;
07/03/2022;21:30:00;0             ;216             ;86.02;
07/03/2022;21:45:00;0             ;216             ;86.02;
07/03/2022;22:00:00;0             ;216             ;86.02;
07/03/2022;22:15:00;0             ;216             ;86.02;
07/03/2022;22:30:00;0             ;216             ;86.02;
07/03/2022;22:45:00;0             ;216             ;86.02;
07/03/2022;23:00:00;0             ;216             ;86.02;
07/03/2022;23:15:00;0             ;216             ;86.02;
07/03/2022;23:30:00;0             ;216             ;86.02;
07/03/2022;23:45:00;0             ;216             ;86.02;
08/03/2022;00:00:00;0             ;216             ;86.02;
08/03/2022;00:15:00;0             ;216             ;86.02;
08/03/2022;00:30:00;0             ;216             ;86.02;
08/03/2022;00:45:00;0             ;216             ;86.02;
08/03/2022;01:00:00;0             ;216             ;86.02;
08/03/2022;01:15:00;0             ;217             ;86.83;
08/03/2022;01:30:00;0             ;217             ;86.83;
08/03/2022;01:45:00;0             ;218             ;87.65;
08/03/2022;02:00:00;0             ;218             ;87.65;
08/03/2022;02:15:00;0             ;219             ;88.46;
08/03/2022;02:30:00;0             ;220             ;89.28;
08/03/2022;02:45:00;0             ;221             ;90.11;
08/03/2022;03:00:00;0             ;223             ;91.76;
08/03/2022;03:15:00;0             ;224             ;92.6;
08/03/2022;03:30:00;0             ;225             ;93.43;
08/03/2022;03:45:00;0             ;227             ;95.11;
08/03/2022;04:00:00;0             ;229             ;96.8;
08/03/2022;04:15:00;0             ;230             ;97.65;
08/03/2022;04:30:00;0             ;231             ;98.5;
08/03/2022;04:45:00;0             ;233             ;100.21;
08/03/2022;05:00:00;0             ;234             ;101.07;
08/03/2022;05:15:00;0             ;235             ;101.93;
08/03/2022;05:30:00;0             ;236             ;102.79;
08/03/2022;05:45:00;0             ;237             ;103.66;
08/03/2022;06:00:00;0             ;237             ;103.66;
08/03/2022;06:15:00;0             ;238             ;104.53;
08/03/2022;06:30:00;0             ;238             ;104.53;
08/03/2022;06:45:00;0             ;238             ;104.53;
08/03/2022;07:00:00;0             ;238             ;104.53;
08/03/2022;07:15:00;0             ;237             ;103.66;
08/03/2022;07:30:00;0             ;237             ;103.66;
08/03/2022;07:45:00;0             ;236             ;102.79;
08/03/2022;08:00:00;0             ;235             ;101.93;
08/03/2022;08:15:00;0             ;234             ;101.07;
08/03/2022;08:30:00;0             ;233             ;100.21;
08/03/2022;08:45:00;0             ;232             ;99.35;
08/03/2022;09:00:00;0             ;232             ;99.35;
08/03/2022;09:15:00;0             ;230.95             ;98.45;
08/03/2022;09:30:00;0             ;229.89             ;97.55;
08/03/2022;09:45:00;0             ;228.84             ;96.66;
08/03/2022;10:00:00;0             ;227.78             ;95.77;
08/03/2022;10:15:00;0             ;225.73             ;94.04;
08/03/2022;10:30:00;0             ;224.67             ;93.16;
08/03/2022;10:45:00;0             ;223.62             ;92.28;
08/03/2022;11:00:00;0             ;222.56             ;91.4;
08/03/2022;11:15:00;0             ;221.51             ;90.53;
08/03/2022;11:30:00;0             ;220.46             ;89.66;
08/03/2022;11:45:00;0             ;219.4             ;88.79;
08/03/2022;12:00:00;0             ;218.35             ;87.93;
08/03/2022;12:15:00;0             ;216.29             ;86.25;
08/03/2022;12:30:00;0             ;215.24             ;85.4;
08/03/2022;12:45:00;0             ;214.18             ;84.55;
08/03/2022;13:00:00;0             ;213.13             ;83.7;
08/03/2022;13:15:00;0             ;212.07             ;82.85;
08/03/2022;13:30:00;0             ;210.02             ;81.22;
08/03/2022;13:45:00;0             ;208.97             ;80.38;
08/03/2022;14:00:00;0             ;206.91             ;78.76;
08/03/2022;14:15:00;0             ;205.86             ;77.94;
08/03/2022;14:30:00;0             ;203.8             ;76.33;
08/03/2022;14:45:00;0             ;202.75             ;75.52;
08/03/2022;15:00:00;0             ;201.69             ;74.7;
08/03/2022;15:15:00;0             ;201.64             ;74.66;
08/03/2022;15:30:00;0             ;200.59             ;73.85;
08/03/2022;15:45:00;0             ;200.53             ;73.81;
08/03/2022;16:00:00;0             ;200.48             ;73.77;
08/03/2022;16:15:00;0             ;200.42             ;73.72;
08/03/2022;16:30:00;0             ;200.37             ;73.68;
08/03/2022;16:45:00;0             ;200.31             ;73.64;
08/03/2022;17:00:00;0             ;200.26             ;73.6;
08/03/2022;17:15:00;0             ;201.2             ;74.32;
08/03/2022;17:30:00;0             ;201.15             ;74.28;
08/03/2022;17:45:00;0             ;201.1             ;74.25;
08/03/2022;18:00:00;0             ;201.04             ;74.2;
08/03/2022;18:15:00;0             ;201.99             ;74.93;
08/03/2022;18:30:00;0             ;201.93             ;74.88;
08/03/2022;18:45:00;0             ;201.88             ;74.85;
08/03/2022;19:00:00;0             ;201.82             ;74.8;
08/03/2022;19:15:00;0             ;201.77             ;74.76;
08/03/2022;19:30:00;0             ;201.71             ;74.71;
08/03/2022;19:45:00;0             ;202.66             ;75.45;
08/03/2022;20:00:00;0             ;202.61             ;75.41;
08/03/2022;20:15:00;0             ;202.55             ;75.36;
08/03/2022;20:30:00;0             ;203.5             ;76.1;
08/03/2022;20:45:00;0             ;203.44             ;76.05;
08/03/2022;21:00:00;0             ;203.39             ;76.01;
08/03/2022;21:15:00;0             ;203.33             ;75.97;
08/03/2022;21:30:00;0             ;204.28             ;76.7;
08/03/2022;22:45:00;0             ;204.01             ;76.49;
08/03/2022;23:00:00;0             ;203.95             ;76.45;
08/03/2022;23:15:00;0             ;203.9             ;76.41;
08/03/2022;23:30:00;0             ;203.84             ;76.36;
08/03/2022;23:45:00;0             ;203.79             ;76.32;
09/03/2022;00:00:00;0             ;203.73             ;76.28;
09/03/2022;00:15:00;0             ;203.68             ;76.24;
09/03/2022;00:30:00;0             ;203.63             ;76.2;
09/03/2022;00:45:00;0             ;203.57             ;76.15;
09/03/2022;01:00:00;0             ;202.52             ;75.34;
09/03/2022;01:15:00;0             ;202.46             ;75.29;
09/03/2022;01:30:00;0             ;203.41             ;76.03;
09/03/2022;01:45:00;0             ;203.35             ;75.98;
09/03/2022;02:00:00;0             ;203.3             ;75.94;
09/03/2022;02:15:00;0             ;204.24             ;76.67;
09/03/2022;02:30:00;0             ;205.19             ;77.41;
09/03/2022;02:45:00;0             ;206.14             ;78.16;
09/03/2022;03:00:00;0             ;207.08             ;78.89;
09/03/2022;03:15:00;0             ;209.03             ;80.43;
09/03/2022;03:30:00;0             ;210.97             ;81.97;
09/03/2022;03:45:00;0             ;212.92             ;83.53;
09/03/2022;04:00:00;0             ;214.86             ;85.09;
09/03/2022;04:15:00;0             ;216.81             ;86.68;
09/03/2022;04:30:00;0             ;218.76             ;88.27;
09/03/2022;04:45:00;0             ;220.7             ;89.86;
09/03/2022;05:00:00;0             ;222.65             ;91.47;
09/03/2022;05:15:00;0             ;224.59             ;93.09;
09/03/2022;05:30:00;0             ;226.54             ;94.72;
09/03/2022;05:45:00;0             ;227.48             ;95.51;
09/03/2022;06:00:00;0             ;228.43             ;96.31;
09/03/2022;06:15:00;0             ;230.37             ;97.96;
09/03/2022;06:30:00;0             ;231.32             ;98.77;
09/03/2022;06:45:00;0             ;232.27             ;99.58;
09/03/2022;07:00:00;0             ;232.21             ;99.53;
09/03/2022;07:15:00;0             ;233.16             ;100.34;
09/03/2022;07:30:00;0             ;234.1             ;101.15;
09/03/2022;07:45:00;0             ;234.05             ;101.11;
09/03/2022;08:00:00;0             ;234.99             ;101.92;
09/03/2022;08:15:00;0             ;234.94             ;101.87;
09/03/2022;08:30:00;0             ;234.88             ;101.82;
09/03/2022;08:45:00;0             ;234.83             ;101.78;
09/03/2022;09:00:00;0             ;235.78             ;102.6;
09/03/2022;09:15:00;0             ;234.72             ;101.69;
09/03/2022;09:30:00;0             ;234.67             ;101.64;
09/03/2022;09:45:00;0             ;234.61             ;101.59;
09/03/2022;10:00:00;0             ;233.56             ;100.69;
09/03/2022;10:15:00;0             ;232.5             ;99.78;
09/03/2022;10:30:00;0             ;232.45             ;99.73;
09/03/2022;10:45:00;0             ;231.39             ;98.83;
09/03/2022;11:00:00;0             ;230.34             ;97.93;
09/03/2022;11:15:00;0             ;229.29             ;97.04;
09/03/2022;11:30:00;0             ;228.23             ;96.15;
09/03/2022;11:45:00;0             ;227.18             ;95.26;
09/03/2022;12:00:00;0             ;225.12             ;93.53;
09/03/2022;12:15:00;0             ;224.07             ;92.65;
09/03/2022;12:30:00;0             ;223.01             ;91.77;
09/03/2022;12:45:00;0             ;221.96             ;90.9;
09/03/2022;13:00:00;0             ;220.9             ;90.03;
09/03/2022;13:15:00;0             ;219.85             ;89.16;
09/03/2022;13:30:00;0             ;218.8             ;88.3;
09/03/2022;13:45:00;0             ;217.74             ;87.43;
09/03/2022;14:00:00;0             ;217.69             ;87.39;
09/03/2022;14:15:00;0             ;216.63             ;86.53;
09/03/2022;14:30:00;0             ;215.58             ;85.68;
09/03/2022;14:45:00;0             ;215.52             ;85.63;
09/03/2022;15:00:00;0             ;214.47             ;84.78;
09/03/2022;15:15:00;0             ;214.41             ;84.73;
09/03/2022;15:30:00;0             ;213.36             ;83.89;
09/03/2022;15:45:00;0             ;213.31             ;83.85;
09/03/2022;16:00:00;0             ;212.25             ;83;
09/03/2022;16:15:00;0             ;212.2             ;82.96;
09/03/2022;16:30:00;0             ;212.14             ;82.91;
09/03/2022;16:45:00;0             ;211.09             ;82.07;
09/03/2022;17:00:00;0             ;211.03             ;82.02;
09/03/2022;17:15:00;0             ;210.98             ;81.98;
09/03/2022;17:30:00;0             ;210.93             ;81.94;
09/03/2022;17:45:00;0             ;209.87             ;81.1;
09/03/2022;18:00:00;0             ;209.82             ;81.06;
09/03/2022;18:15:00;0             ;209.76             ;81.01;
09/03/2022;18:30:00;0             ;209.71             ;80.97;
09/03/2022;18:45:00;0             ;209.65             ;80.92;
09/03/2022;19:00:00;0             ;209.6             ;80.88;
09/03/2022;19:15:00;0             ;209.54             ;80.84;
09/03/2022;19:30:00;0             ;208.49             ;80;
09/03/2022;19:45:00;0             ;208.44             ;79.97;
09/03/2022;20:00:00;0             ;208.38             ;79.92;
09/03/2022;20:15:00;0             ;208.33             ;79.88;
09/03/2022;20:30:00;0             ;208.27             ;79.83;
09/03/2022;20:45:00;0             ;208.22             ;79.79;
09/03/2022;21:00:00;0             ;208.16             ;79.74;
09/03/2022;21:15:00;0             ;208.11             ;79.7;
09/03/2022;21:30:00;0             ;208.05             ;79.66;
09/03/2022;21:45:00;0             ;208             ;79.62;
09/03/2022;22:00:00;0             ;207.95             ;79.58;
09/03/2022;22:15:00;0             ;207.89             ;79.53;
09/03/2022;22:30:00;0             ;207.84             ;79.49;
09/03/2022;22:45:00;0             ;207.78             ;79.44;
09/03/2022;23:00:00;0             ;207.73             ;79.41;
09/03/2022;23:15:00;0             ;207.67             ;79.36;
09/03/2022;23:30:00;0             ;207.62             ;79.32;
09/03/2022;23:45:00;0             ;207.56             ;79.27;
10/03/2022;00:00:00;0             ;207.51             ;79.23;
10/03/2022;00:15:00;0             ;207.46             ;79.19;
10/03/2022;00:30:00;0             ;206.4             ;78.36;
10/03/2022;00:45:00;0             ;207.35             ;79.11;
10/03/2022;01:00:00;0             ;206.29             ;78.27;
10/03/2022;01:15:00;0             ;206.24             ;78.23;
10/03/2022;01:30:00;0             ;206.18             ;78.19;
10/03/2022;01:45:00;0             ;207.13             ;78.93;
10/03/2022;02:00:00;0             ;207.07             ;78.89;
10/03/2022;02:15:00;0             ;207.02             ;78.85;
10/03/2022;02:30:00;0             ;206.97             ;78.81;
10/03/2022;02:45:00;0             ;207.91             ;79.55;
10/03/2022;03:00:00;0             ;208.86             ;80.3;
10/03/2022;03:15:00;0             ;209.8             ;81.04;
10/03/2022;03:30:00;0             ;210.75             ;81.8;
10/03/2022;03:45:00;0             ;212.69             ;83.35;
10/03/2022;04:00:00;0             ;213.64             ;84.11;
10/03/2022;04:15:00;0             ;214.59             ;84.88;
10/03/2022;04:30:00;0             ;215.53             ;85.64;
10/03/2022;04:45:00;0             ;216.48             ;86.41;
10/03/2022;05:00:00;0             ;217.42             ;87.17;
10/03/2022;05:15:00;0             ;218.37             ;87.95;
10/03/2022;05:30:00;0             ;218.31             ;87.9;
10/03/2022;05:45:00;0             ;218.26             ;87.86;
10/03/2022;06:00:00;0             ;218.2             ;87.81;
10/03/2022;06:15:00;0             ;218.15             ;87.77;
10/03/2022;06:30:00;0             ;218.1             ;87.73;
10/03/2022;06:45:00;0             ;218.04             ;87.68;
10/03/2022;07:00:00;0             ;216.99             ;86.82;
10/03/2022;07:15:00;0             ;215.93             ;85.96;
10/03/2022;07:30:00;0             ;215.88             ;85.92;
10/03/2022;07:45:00;0             ;214.82             ;85.06;
10/03/2022;08:00:00;0             ;214.82             ;85.06;
10/03/2022;08:15:00;0             ;213.65             ;84.12;
10/03/2022;08:30:00;0             ;212.5             ;83.2;
10/03/2022;08:45:00;0             ;211.34             ;82.27;
10/03/2022;09:00:00;0             ;210.17             ;81.34;
10/03/2022;09:15:00;0             ;209.01             ;80.42;
10/03/2022;09:30:00;0             ;207.85             ;79.5;
10/03/2022;09:45:00;0             ;206.69             ;78.59;
10/03/2022;10:00:00;0             ;205.52             ;77.67;
10/03/2022;10:15:00;0             ;204.36             ;76.77;
10/03/2022;10:30:00;0             ;202.2             ;75.09;
10/03/2022;10:45:00;0             ;202.04             ;74.97;
10/03/2022;11:00:00;0             ;200.88             ;74.08;
10/03/2022;11:15:00;0             ;199.71             ;73.18;
10/03/2022;11:30:00;0             ;198.56             ;72.3;
10/03/2022;11:45:00;0             ;197.39             ;71.41;
10/03/2022;12:00:00;0             ;197.23             ;71.29;
10/03/2022;12:15:00;0             ;196.07             ;70.42;
10/03/2022;12:30:00;0             ;195.91             ;70.29;
10/03/2022;12:45:00;0             ;195.74             ;70.17;
10/03/2022;13:00:00;0             ;194.58             ;69.29;
10/03/2022;13:15:00;0             ;194.43             ;69.18;
10/03/2022;13:30:00;0             ;194.26             ;69.06;
10/03/2022;13:45:00;0             ;194.1             ;68.94;
10/03/2022;14:00:00;0             ;193.93             ;68.81;
10/03/2022;14:15:00;0             ;193.78             ;68.7;
10/03/2022;14:30:00;0             ;193.61             ;68.57;
10/03/2022;14:45:00;0             ;193.45             ;68.45;
10/03/2022;15:00:00;0             ;193.28             ;68.32;
10/03/2022;15:15:00;0             ;193.13             ;68.21;
10/03/2022;15:30:00;0             ;192.97             ;68.09;
10/03/2022;15:45:00;0             ;192.8             ;67.97;
10/03/2022;16:00:00;0             ;192.65             ;67.85;
10/03/2022;16:15:00;0             ;192.48             ;67.73;
10/03/2022;16:30:00;0             ;192.32             ;67.61;
10/03/2022;16:45:00;0             ;191.15             ;66.74;
10/03/2022;17:00:00;0             ;191             ;66.63;
10/03/2022;17:15:00;0             ;190.84             ;66.51;
10/03/2022;17:30:00;0             ;189.67             ;65.65;
10/03/2022;17:45:00;0             ;189.51             ;65.53;
10/03/2022;18:00:00;0             ;189.35             ;65.41;
10/03/2022;18:15:00;0             ;189.19             ;65.3;
10/03/2022;18:30:00;0             ;189.02             ;65.17;
10/03/2022;18:45:00;0             ;188.86             ;65.06;
10/03/2022;19:00:00;0             ;187.7             ;64.21;
10/03/2022;19:15:00;0             ;187.54             ;64.09;
10/03/2022;19:30:00;0             ;187.38             ;63.97;
10/03/2022;19:45:00;0             ;187.22             ;63.86;
10/03/2022;20:00:00;0             ;187.06             ;63.74;
10/03/2022;20:15:00;0             ;186.89             ;63.62;
10/03/2022;20:30:00;0             ;186.73             ;63.5;
10/03/2022;20:45:00;0             ;187.57             ;64.11;
10/03/2022;21:00:00;0             ;187.41             ;64;
10/03/2022;21:15:00;0             ;187.24             ;63.87;
10/03/2022;21:30:00;0             ;187.08             ;63.76;
10/03/2022;21:45:00;0             ;185.93             ;62.92;
10/03/2022;22:00:00;0             ;185.76             ;62.8;
10/03/2022;22:15:00;0             ;185.6             ;62.68;
10/03/2022;22:30:00;0             ;184.43             ;61.84;
10/03/2022;22:45:00;0             ;184.28             ;61.73;
10/03/2022;23:00:00;0             ;183.11             ;60.89;
10/03/2022;23:15:00;0             ;181.95             ;60.07;
10/03/2022;23:30:00;0             ;181.79             ;59.95;
10/03/2022;23:45:00;0             ;181.63             ;59.84;
11/03/2022;00:00:00;0             ;181.47             ;59.72;
11/03/2022;00:15:00;0             ;181.3             ;59.6;
11/03/2022;00:30:00;0             ;181.15             ;59.5;
11/03/2022;00:45:00;0             ;180.98             ;59.38;
11/03/2022;01:00:00;0             ;180.82             ;59.26;
11/03/2022;01:15:00;0             ;180.65             ;59.14;
11/03/2022;01:30:00;0             ;181.5             ;59.75;
11/03/2022;01:45:00;0             ;181.33             ;59.63;
11/03/2022;02:00:00;0             ;182.17             ;60.22;
11/03/2022;02:15:00;0             ;183.01             ;60.82;
11/03/2022;02:30:00;0             ;184.85             ;62.14;
11/03/2022;02:45:00;0             ;185.69             ;62.75;
11/03/2022;03:00:00;0             ;187.52             ;64.08;
11/03/2022;03:15:00;0             ;189.37             ;65.43;
11/03/2022;03:30:00;0             ;192.2             ;67.52;
11/03/2022;03:45:00;0             ;194.04             ;68.89;
11/03/2022;04:00:00;0             ;196.87             ;71.02;
11/03/2022;04:15:00;0             ;198.72             ;72.42;
11/03/2022;04:30:00;0             ;201.56             ;74.6;
11/03/2022;04:45:00;0             ;203.39             ;76.01;
11/03/2022;05:00:00;0             ;205.23             ;77.44;
11/03/2022;05:15:00;0             ;207.07             ;78.89;
11/03/2022;05:30:00;0             ;208.91             ;80.34;
11/03/2022;05:45:00;0             ;210.74             ;81.79;
11/03/2022;06:00:00;0             ;211.58             ;82.46;
11/03/2022;06:15:00;0             ;212.43             ;83.14;
11/03/2022;06:30:00;0             ;212.26             ;83;
11/03/2022;06:45:00;0             ;212.1             ;82.88;
11/03/2022;07:00:00;0             ;211.94             ;82.75;
11/03/2022;07:15:00;0             ;211.78             ;82.62;
11/03/2022;07:30:00;0             ;210.61             ;81.69;
11/03/2022;07:45:00;0             ;209.45             ;80.76;
11/03/2022;08:00:00;0             ;208.29             ;79.85;
11/03/2022;08:15:00;0             ;207.13             ;78.93;
11/03/2022;08:30:00;0             ;205.97             ;78.02;
11/03/2022;08:45:00;0             ;204.8             ;77.11;
11/03/2022;09:00:00;0             ;203.65             ;76.21;
11/03/2022;09:15:00;0             ;202.48             ;75.31;
11/03/2022;09:30:00;0             ;200.32             ;73.65;
11/03/2022;09:45:00;             ;             ;;
11/03/2022;10:00:00;             ;             ;;
11/03/2022;10:15:00;             ;             ;;
11/03/2022;10:30:00;             ;200             ;73.4;
11/03/2022;10:45:00;             ;200             ;73.4;
11/03/2022;11:00:00;             ;199             ;72.64;
11/03/2022;11:15:00;             ;             ;;
11/03/2022;11:30:00;             ;200             ;73.4;
11/03/2022;11:45:00;0             ;200             ;73.4;
11/03/2022;12:00:00;0             ;200             ;73.4;
11/03/2022;12:15:00;0             ;199.6             ;73.1;
11/03/2022;12:30:00;0             ;198.2             ;72.03;
11/03/2022;12:45:00;0             ;196.8             ;70.97;
11/03/2022;13:00:00;0             ;195.4             ;69.91;
11/03/2022;13:15:00;0             ;194             ;68.86;
11/03/2022;13:30:00;0             ;192.6             ;67.82;
11/03/2022;13:45:00;0             ;191.2             ;66.78;
11/03/2022;14:00:00;0             ;189.8             ;65.75;
11/03/2022;14:15:00;0             ;188.4             ;64.72;
11/03/2022;14:30:00;0             ;187             ;63.7;
11/03/2022;14:45:00;0             ;187             ;63.7;
11/03/2022;15:00:00;0             ;187             ;63.7;
11/03/2022;15:15:00;0             ;186             ;62.97;
11/03/2022;15:30:00;0             ;185             ;62.25;
11/03/2022;15:45:00;0             ;185             ;62.25;
11/03/2022;16:00:00;0             ;184             ;61.53;
11/03/2022;16:15:00;0             ;184             ;61.53;
11/03/2022;16:30:00;0             ;183             ;60.81;
11/03/2022;16:45:00;0             ;183             ;60.81;
11/03/2022;17:00:00;0             ;183             ;60.81;
11/03/2022;17:15:00;0             ;182             ;60.1;
11/03/2022;17:30:00;0             ;182             ;60.1;
11/03/2022;17:45:00;0             ;182             ;60.1;
11/03/2022;18:00:00;0             ;182             ;60.1;
11/03/2022;18:15:00;0             ;182             ;60.1;
11/03/2022;18:30:00;0             ;182             ;60.1;
11/03/2022;18:45:00;0             ;182             ;60.1;
11/03/2022;19:00:00;0             ;182             ;60.1;
11/03/2022;19:15:00;0             ;182             ;60.1;
11/03/2022;19:30:00;0             ;182             ;60.1;
11/03/2022;19:45:00;0             ;183             ;60.81;
11/03/2022;20:00:00;0             ;183             ;60.81;
11/03/2022;20:15:00;0             ;183             ;60.81;
11/03/2022;20:30:00;0             ;183             ;60.81;
11/03/2022;20:45:00;0             ;183             ;60.81;
11/03/2022;21:00:00;0             ;184             ;61.53;
11/03/2022;21:15:00;0             ;184             ;61.53;
11/03/2022;21:30:00;0             ;184             ;61.53;
11/03/2022;21:45:00;0             ;183             ;60.81;
11/03/2022;22:00:00;0             ;183             ;60.81;
11/03/2022;22:15:00;0             ;183             ;60.81;
11/03/2022;22:30:00;0             ;182             ;60.1;
11/03/2022;22:45:00;0             ;181             ;59.39;
11/03/2022;23:00:00;0             ;181             ;59.39;
11/03/2022;23:15:00;0             ;180             ;58.68;
11/03/2022;23:30:00;0             ;179             ;57.98;
11/03/2022;23:45:00;0             ;179             ;57.98;
12/03/2022;00:00:00;0             ;179             ;57.98;
